epoch,loss,val_loss
0,2111.0350869929921,2342.4228917005507
1,1813.2894982581281,2367.0427293736698
2,1699.0398138804971,2654.5277168805087
3,1643.616569216769,2185.309356481866
4,1609.9108302483658,2373.0539182841553
5,1583.629528015427,2503.3784569542954
6,1555.5532228497054,2544.2502424890026
7,1538.2457466911401,2627.6169708924626
8,1518.7049742394884,2683.2149979044361
9,1505.5539633483404,2630.9944270181154
10,1490.1634384131091,2583.9448330485766
11,1494.1093541551884,2646.8915252067322
12,1463.3145348598764,2764.3083868706995
13,1450.0920358890587,2702.203227845248
14,1443.9959175605593,2713.4569918470115
15,1433.811691453453,2670.3142789151507
16,1426.4090827180164,2803.2334209975711
17,1422.5212240808551,2787.2689556414916
18,1409.1066280310581,2672.1715674897141
19,1404.6314065633976,2765.4525528943827
20,1396.7132452769815,2817.3647957694657
21,1394.8793546310885,2735.5032128953439
22,1386.3520245680529,2774.5840978287447
23,1386.0768356685971,2622.0004303020487
24,1376.2547529072467,2681.4054979855291
25,1370.7482357841286,2709.2360055413924
26,1367.5814687786315,2669.5518029961663
27,1366.5668192287633,2679.5101662341472
28,1356.4660070452562,2708.8250813596387
29,1356.2920566081245,2622.6710787728716
30,1349.9097189925931,2586.768863731435
31,1350.917398298599,2705.7863966455443
32,1348.5436494709384,2700.2311886758098
33,1345.4850718260946,2693.6402957826785
34,1338.2372199057022,2650.7442492872251
35,1333.5078960727021,2684.1844702804551
36,1333.492564205889,2606.9999478650006
37,1331.0952426529536,2680.8967787449064
38,1327.6449359101841,2615.9858041705243
39,1322.5549938365132,2601.7604068628061
40,1315.4616226220471,2499.766928120891
41,1316.0920072093063,2685.6482752961738
42,1315.4348436165158,2545.018324885134
43,1311.4800917055641,2575.7463097404479
44,1333.6681176622394,2572.0891821663854
45,1301.1147342929748,2550.6218078043835
46,1302.981070299345,2649.4708141648352
47,1298.1678646710332,2597.2187082284763
48,1298.561542734669,2501.9857265896521
49,1292.3059335457731,2428.8708610255335
50,1294.0619025615806,2500.9548608731484
51,1289.0817791293427,2468.5722723222375
52,1299.5725404282946,2424.5617543333851
53,1283.8505737981782,2578.3835872378895
54,1284.8130080136934,2559.4512678324386
55,1278.7114456104212,2536.0195268940734
56,1276.0018233648382,2489.0119524364004
57,1275.9043554436007,2430.1961878688744
58,1279.8923751903601,2493.3395787100008
59,1269.3085882365231,2346.2133240034218
